image,label,result,confidence
./occ-face-resize/001/background_1/front/normal/033.jpg,001,001,7.75521993637085
./occ-face-resize/001/background_1/front/normal/034.jpg,001,001,7.9124345779418945
./occ-face-resize/001/background_1/front/normal/035.jpg,001,001,7.757050514221191
./occ-face-resize/001/background_1/front/normal/036.jpg,001,001,7.9284186363220215
./occ-face-resize/001/background_1/front/normal/037.jpg,001,001,7.614289283752441
./occ-face-resize/001/background_1/front/normal/038.jpg,001,001,7.551312446594238
./occ-face-resize/001/background_1/front/normal/039.jpg,001,001,7.459388732910156
./occ-face-resize/001/background_1/front/normal/040.jpg,001,001,7.408055305480957
./occ-face-resize/001/background_2/front/normal/033.jpg,001,001,6.599614143371582
./occ-face-resize/001/background_2/front/normal/034.jpg,001,001,6.21859884262085
./occ-face-resize/001/background_2/front/normal/035.jpg,001,001,6.854989528656006
./occ-face-resize/001/background_2/front/normal/036.jpg,001,001,6.894341945648193
./occ-face-resize/001/background_2/front/normal/037.jpg,001,001,7.407034397125244
./occ-face-resize/001/background_2/front/normal/038.jpg,001,001,7.60463809967041
./occ-face-resize/001/background_2/front/normal/039.jpg,001,001,7.581747531890869
./occ-face-resize/001/background_2/front/normal/040.jpg,001,001,6.680672645568848
./occ-face-resize/002/background_1/front/normal/033.jpg,001,001,7.665492534637451
./occ-face-resize/002/background_1/front/normal/034.jpg,001,001,7.619633674621582
./occ-face-resize/002/background_1/front/normal/035.jpg,001,001,7.481143951416016
./occ-face-resize/002/background_1/front/normal/036.jpg,001,001,7.4710373878479
./occ-face-resize/002/background_1/front/normal/037.jpg,001,001,7.348747253417969
./occ-face-resize/002/background_1/front/normal/038.jpg,001,001,7.5546159744262695
./occ-face-resize/002/background_1/front/normal/039.jpg,001,001,7.729046821594238
./occ-face-resize/002/background_1/front/normal/040.jpg,001,001,7.614847660064697
./occ-face-resize/002/background_2/front/normal/033.jpg,001,001,7.667989253997803
./occ-face-resize/002/background_2/front/normal/034.jpg,001,001,7.641669750213623
./occ-face-resize/002/background_2/front/normal/035.jpg,001,001,8.019963264465332
./occ-face-resize/002/background_2/front/normal/036.jpg,001,001,7.599231719970703
./occ-face-resize/002/background_2/front/normal/037.jpg,001,001,7.821078777313232
./occ-face-resize/002/background_2/front/normal/038.jpg,001,001,7.912036895751953
./occ-face-resize/002/background_2/front/normal/039.jpg,001,001,7.991513729095459
./occ-face-resize/002/background_2/front/normal/040.jpg,001,001,7.672755718231201
./occ-face-resize/003/background_1/front/normal/033.jpg,001,001,7.5316290855407715
./occ-face-resize/003/background_1/front/normal/034.jpg,001,001,7.5429368019104
./occ-face-resize/003/background_1/front/normal/035.jpg,001,001,7.425933837890625
./occ-face-resize/003/background_1/front/normal/036.jpg,001,001,7.664302349090576
./occ-face-resize/003/background_1/front/normal/037.jpg,001,001,7.694389343261719
./occ-face-resize/003/background_1/front/normal/038.jpg,001,001,7.750132083892822
./occ-face-resize/003/background_1/front/normal/039.jpg,001,001,7.731875896453857
./occ-face-resize/003/background_1/front/normal/040.jpg,001,001,7.5433549880981445
./occ-face-resize/003/background_2/front/normal/033.jpg,001,001,7.883267402648926
./occ-face-resize/003/background_2/front/normal/034.jpg,001,001,7.093041896820068
./occ-face-resize/003/background_2/front/normal/035.jpg,001,001,7.409981727600098
./occ-face-resize/003/background_2/front/normal/036.jpg,001,001,7.484779357910156
./occ-face-resize/003/background_2/front/normal/037.jpg,001,001,7.500682353973389
./occ-face-resize/003/background_2/front/normal/038.jpg,001,001,7.253966808319092
