image,label,result,confidence
./occ-face-resize/001/background_1/front/normal/033.jpg,001,001,7.37654447555542
./occ-face-resize/001/background_1/front/normal/034.jpg,001,001,7.786525726318359
./occ-face-resize/001/background_1/front/normal/035.jpg,001,001,7.671514987945557
./occ-face-resize/001/background_1/front/normal/036.jpg,001,001,7.570143222808838
./occ-face-resize/001/background_1/front/normal/037.jpg,001,001,7.1061248779296875
./occ-face-resize/001/background_1/front/normal/038.jpg,001,001,7.413277626037598
./occ-face-resize/001/background_1/front/normal/039.jpg,001,001,7.475306987762451
./occ-face-resize/001/background_1/front/normal/040.jpg,001,001,7.547904968261719
./occ-face-resize/001/background_2/front/normal/033.jpg,001,001,7.187615871429443
./occ-face-resize/001/background_2/front/normal/034.jpg,001,001,6.960156440734863
./occ-face-resize/001/background_2/front/normal/035.jpg,001,001,7.069218635559082
./occ-face-resize/001/background_2/front/normal/036.jpg,001,001,7.4544997215271
./occ-face-resize/001/background_2/front/normal/037.jpg,001,001,7.593257427215576
./occ-face-resize/001/background_2/front/normal/038.jpg,001,001,7.8240180015563965
./occ-face-resize/001/background_2/front/normal/039.jpg,001,001,7.463539123535156
./occ-face-resize/001/background_2/front/normal/040.jpg,001,001,7.151331424713135
./occ-face-resize/002/background_1/front/normal/033.jpg,001,001,6.85973596572876
./occ-face-resize/002/background_1/front/normal/034.jpg,001,001,7.122869968414307
./occ-face-resize/002/background_1/front/normal/035.jpg,001,001,6.9901251792907715
./occ-face-resize/002/background_1/front/normal/036.jpg,001,001,7.172987461090088
./occ-face-resize/002/background_1/front/normal/037.jpg,001,001,7.078274726867676
./occ-face-resize/002/background_1/front/normal/038.jpg,001,001,6.820275783538818
./occ-face-resize/002/background_1/front/normal/039.jpg,001,001,6.8625969886779785
./occ-face-resize/002/background_1/front/normal/040.jpg,001,001,7.043365001678467
./occ-face-resize/002/background_2/front/normal/033.jpg,001,001,8.235251426696777
./occ-face-resize/002/background_2/front/normal/034.jpg,001,001,8.085416793823242
./occ-face-resize/002/background_2/front/normal/035.jpg,001,001,8.14495849609375
./occ-face-resize/002/background_2/front/normal/036.jpg,001,001,8.132553100585938
./occ-face-resize/002/background_2/front/normal/037.jpg,001,001,8.04796028137207
./occ-face-resize/002/background_2/front/normal/038.jpg,001,001,8.507120132446289
./occ-face-resize/002/background_2/front/normal/039.jpg,001,001,7.986138820648193
./occ-face-resize/002/background_2/front/normal/040.jpg,001,001,8.546439170837402
./occ-face-resize/003/background_1/front/normal/033.jpg,001,001,7.135551452636719
./occ-face-resize/003/background_1/front/normal/034.jpg,001,001,7.065835475921631
./occ-face-resize/003/background_1/front/normal/035.jpg,001,001,7.308984279632568
./occ-face-resize/003/background_1/front/normal/036.jpg,001,001,7.306976318359375
./occ-face-resize/003/background_1/front/normal/037.jpg,001,001,7.4282546043396
./occ-face-resize/003/background_1/front/normal/038.jpg,001,001,7.186954498291016
./occ-face-resize/003/background_1/front/normal/039.jpg,001,001,7.197308540344238
./occ-face-resize/003/background_1/front/normal/040.jpg,001,001,6.978753566741943
./occ-face-resize/003/background_2/front/normal/033.jpg,001,001,7.758815765380859
./occ-face-resize/003/background_2/front/normal/034.jpg,001,001,7.348983287811279
./occ-face-resize/003/background_2/front/normal/035.jpg,001,001,7.5849609375
./occ-face-resize/003/background_2/front/normal/036.jpg,001,001,7.979714870452881
./occ-face-resize/003/background_2/front/normal/037.jpg,001,001,7.961753845214844
