image,label,result,confidence
./occ-face-resize/001/background_1/front/normal/033.jpg,001,001,6.4768195152282715
./occ-face-resize/001/background_1/front/normal/034.jpg,001,001,6.651669502258301
./occ-face-resize/001/background_1/front/normal/035.jpg,001,001,6.376780986785889
./occ-face-resize/001/background_1/front/normal/036.jpg,001,001,6.467637538909912
./occ-face-resize/001/background_1/front/normal/037.jpg,001,001,6.481736183166504
./occ-face-resize/001/background_1/front/normal/038.jpg,001,001,6.480221748352051
./occ-face-resize/001/background_1/front/normal/039.jpg,001,001,6.490993022918701
./occ-face-resize/001/background_1/front/normal/040.jpg,001,001,6.415896892547607
./occ-face-resize/001/background_2/front/normal/033.jpg,001,001,6.305274963378906
./occ-face-resize/001/background_2/front/normal/034.jpg,001,001,6.5991106033325195
./occ-face-resize/001/background_2/front/normal/035.jpg,001,001,6.415003299713135
./occ-face-resize/001/background_2/front/normal/036.jpg,001,001,6.37884521484375
./occ-face-resize/001/background_2/front/normal/037.jpg,001,001,6.824863433837891
./occ-face-resize/001/background_2/front/normal/038.jpg,001,001,7.019841194152832
./occ-face-resize/001/background_2/front/normal/039.jpg,001,001,6.595262050628662
./occ-face-resize/001/background_2/front/normal/040.jpg,001,001,6.558804512023926
./occ-face-resize/002/background_1/front/normal/033.jpg,001,001,6.956730842590332
./occ-face-resize/002/background_1/front/normal/034.jpg,001,001,6.681590557098389
./occ-face-resize/002/background_1/front/normal/035.jpg,001,001,6.651011943817139
./occ-face-resize/002/background_1/front/normal/036.jpg,001,001,6.9671783447265625
./occ-face-resize/002/background_1/front/normal/037.jpg,001,001,6.753293037414551
./occ-face-resize/002/background_1/front/normal/038.jpg,001,001,6.866560459136963
./occ-face-resize/002/background_1/front/normal/039.jpg,001,001,7.051877498626709
./occ-face-resize/002/background_1/front/normal/040.jpg,001,001,6.733700752258301
./occ-face-resize/002/background_2/front/normal/033.jpg,001,001,7.4318413734436035
./occ-face-resize/002/background_2/front/normal/034.jpg,001,001,7.314131259918213
./occ-face-resize/002/background_2/front/normal/035.jpg,001,001,7.3509345054626465
./occ-face-resize/002/background_2/front/normal/036.jpg,001,001,7.296985149383545
./occ-face-resize/002/background_2/front/normal/037.jpg,001,001,7.182276248931885
./occ-face-resize/002/background_2/front/normal/038.jpg,001,001,7.931199550628662
./occ-face-resize/002/background_2/front/normal/039.jpg,001,001,6.888601779937744
./occ-face-resize/002/background_2/front/normal/040.jpg,001,001,7.915699005126953
./occ-face-resize/003/background_1/front/normal/033.jpg,001,001,6.5915207862854
./occ-face-resize/003/background_1/front/normal/034.jpg,001,001,6.285292148590088
./occ-face-resize/003/background_1/front/normal/035.jpg,001,001,6.5666422843933105
./occ-face-resize/003/background_1/front/normal/036.jpg,001,001,6.241299629211426
./occ-face-resize/003/background_1/front/normal/037.jpg,001,001,6.4293107986450195
./occ-face-resize/003/background_1/front/normal/038.jpg,001,001,6.220224380493164
./occ-face-resize/003/background_1/front/normal/039.jpg,001,001,6.103878498077393
./occ-face-resize/003/background_1/front/normal/040.jpg,001,001,6.170497894287109
./occ-face-resize/003/background_2/front/normal/033.jpg,001,001,7.128007411956787
./occ-face-resize/003/background_2/front/normal/034.jpg,001,001,7.243185520172119
./occ-face-resize/003/background_2/front/normal/035.jpg,001,001,7.108618259429932
./occ-face-resize/003/background_2/front/normal/036.jpg,001,001,7.284904479980469
./occ-face-resize/003/background_2/front/normal/037.jpg,001,001,7.463293552398682
./occ-face-resize/003/background_2/front/normal/038.jpg,001,001,7.1495513916015625
./occ-face-resize/003/background_2/front/normal/039.jpg,001,001,7.156426429748535
./occ-face-resize/003/background_2/front/normal/040.jpg,001,001,7.124144077301025
./occ-face-resize/004/background_1/front/normal/033.jpg,001,001,7.328101634979248
./occ-face-resize/004/background_1/front/normal/034.jpg,001,001,6.685699462890625
./occ-face-resize/004/background_1/front/normal/035.jpg,001,001,7.1916351318359375
./occ-face-resize/004/background_1/front/normal/036.jpg,001,001,6.9776434898376465
./occ-face-resize/004/background_1/front/normal/037.jpg,001,001,7.054860591888428
./occ-face-resize/004/background_1/front/normal/038.jpg,001,001,6.8822479248046875
./occ-face-resize/004/background_1/front/normal/039.jpg,001,001,6.840857982635498
./occ-face-resize/004/background_1/front/normal/040.jpg,001,001,7.028594970703125
./occ-face-resize/004/background_2/front/normal/033.jpg,001,001,6.405864238739014
./occ-face-resize/004/background_2/front/normal/034.jpg,001,001,6.497355937957764
./occ-face-resize/004/background_2/front/normal/035.jpg,001,001,6.347784519195557
./occ-face-resize/004/background_2/front/normal/036.jpg,001,001,6.92665433883667
./occ-face-resize/004/background_2/front/normal/037.jpg,001,001,6.897319793701172
./occ-face-resize/004/background_2/front/normal/038.jpg,001,001,6.7685418128967285
./occ-face-resize/004/background_2/front/normal/039.jpg,001,001,7.081302642822266
./occ-face-resize/004/background_2/front/normal/040.jpg,001,001,6.815396785736084
./occ-face-resize/005/background_1/front/normal/033.jpg,001,001,7.08162260055542
./occ-face-resize/005/background_1/front/normal/034.jpg,001,001,6.968183994293213
./occ-face-resize/005/background_1/front/normal/035.jpg,001,001,6.857424259185791
./occ-face-resize/005/background_1/front/normal/036.jpg,001,001,6.976609230041504
./occ-face-resize/005/background_1/front/normal/037.jpg,001,001,6.9451189041137695
