image,label,result
./occ-face-resize/001/background_1/front/4k/033.jpg,001,002
./occ-face-resize/001/background_1/front/4k/034.jpg,001,002
./occ-face-resize/001/background_1/front/4k/035.jpg,001,002
./occ-face-resize/001/background_1/front/4k/036.jpg,001,002
./occ-face-resize/001/background_1/front/4k/037.jpg,001,002
./occ-face-resize/001/background_1/front/4k/038.jpg,001,002
./occ-face-resize/001/background_1/front/4k/039.jpg,001,002
./occ-face-resize/001/background_1/front/4k/040.jpg,001,002
./occ-face-resize/001/background_2/front/4k/033.jpg,001,008
./occ-face-resize/001/background_2/front/4k/034.jpg,001,005
./occ-face-resize/001/background_2/front/4k/035.jpg,001,008
./occ-face-resize/001/background_2/front/4k/036.jpg,001,002
./occ-face-resize/001/background_2/front/4k/037.jpg,001,005
./occ-face-resize/001/background_2/front/4k/038.jpg,001,008
./occ-face-resize/001/background_2/front/4k/039.jpg,001,008
./occ-face-resize/001/background_2/front/4k/040.jpg,001,005
./occ-face-resize/002/background_1/front/4k/033.jpg,002,002
./occ-face-resize/002/background_1/front/4k/034.jpg,002,002
./occ-face-resize/002/background_1/front/4k/035.jpg,002,002
./occ-face-resize/002/background_1/front/4k/036.jpg,002,002
./occ-face-resize/002/background_1/front/4k/037.jpg,002,002
./occ-face-resize/002/background_1/front/4k/038.jpg,002,002
./occ-face-resize/002/background_1/front/4k/039.jpg,002,002
./occ-face-resize/002/background_1/front/4k/040.jpg,002,002
./occ-face-resize/002/background_2/front/4k/033.jpg,002,002
./occ-face-resize/002/background_2/front/4k/034.jpg,002,002
./occ-face-resize/002/background_2/front/4k/035.jpg,002,002
./occ-face-resize/002/background_2/front/4k/036.jpg,002,002
./occ-face-resize/002/background_2/front/4k/037.jpg,002,002
./occ-face-resize/002/background_2/front/4k/038.jpg,002,002
./occ-face-resize/002/background_2/front/4k/039.jpg,002,002
./occ-face-resize/002/background_2/front/4k/040.jpg,002,002
./occ-face-resize/003/background_1/front/4k/033.jpg,003,002
./occ-face-resize/003/background_1/front/4k/034.jpg,003,002
./occ-face-resize/003/background_1/front/4k/035.jpg,003,002
./occ-face-resize/003/background_1/front/4k/036.jpg,003,002
./occ-face-resize/003/background_1/front/4k/037.jpg,003,002
./occ-face-resize/003/background_1/front/4k/038.jpg,003,002
./occ-face-resize/003/background_1/front/4k/039.jpg,003,002
./occ-face-resize/003/background_1/front/4k/040.jpg,003,002
./occ-face-resize/003/background_2/front/4k/033.jpg,003,008
./occ-face-resize/003/background_2/front/4k/034.jpg,003,005
./occ-face-resize/003/background_2/front/4k/035.jpg,003,008
./occ-face-resize/003/background_2/front/4k/036.jpg,003,005
./occ-face-resize/003/background_2/front/4k/037.jpg,003,006
./occ-face-resize/003/background_2/front/4k/038.jpg,003,008
./occ-face-resize/003/background_2/front/4k/039.jpg,003,005
./occ-face-resize/003/background_2/front/4k/040.jpg,003,008
./occ-face-resize/004/background_1/front/4k/033.jpg,004,002
./occ-face-resize/004/background_1/front/4k/034.jpg,004,007
./occ-face-resize/004/background_1/front/4k/035.jpg,004,002
./occ-face-resize/004/background_1/front/4k/036.jpg,004,002
./occ-face-resize/004/background_1/front/4k/037.jpg,004,002
./occ-face-resize/004/background_1/front/4k/038.jpg,004,002
./occ-face-resize/004/background_1/front/4k/039.jpg,004,002
./occ-face-resize/004/background_1/front/4k/040.jpg,004,002
./occ-face-resize/004/background_2/front/4k/033.jpg,004,008
./occ-face-resize/004/background_2/front/4k/034.jpg,004,008
./occ-face-resize/004/background_2/front/4k/035.jpg,004,008
./occ-face-resize/004/background_2/front/4k/036.jpg,004,008
./occ-face-resize/004/background_2/front/4k/037.jpg,004,005
./occ-face-resize/004/background_2/front/4k/038.jpg,004,008
./occ-face-resize/004/background_2/front/4k/039.jpg,004,008
./occ-face-resize/004/background_2/front/4k/040.jpg,004,005
./occ-face-resize/005/background_1/front/4k/033.jpg,005,002
./occ-face-resize/005/background_1/front/4k/034.jpg,005,002
./occ-face-resize/005/background_1/front/4k/035.jpg,005,002
./occ-face-resize/005/background_1/front/4k/036.jpg,005,002
./occ-face-resize/005/background_1/front/4k/037.jpg,005,002
./occ-face-resize/005/background_1/front/4k/038.jpg,005,002
./occ-face-resize/005/background_1/front/4k/039.jpg,005,002
./occ-face-resize/005/background_1/front/4k/040.jpg,005,002
./occ-face-resize/005/background_2/front/4k/033.jpg,005,005
./occ-face-resize/005/background_2/front/4k/034.jpg,005,005
./occ-face-resize/005/background_2/front/4k/035.jpg,005,005
./occ-face-resize/005/background_2/front/4k/036.jpg,005,008
./occ-face-resize/005/background_2/front/4k/037.jpg,005,005
./occ-face-resize/005/background_2/front/4k/038.jpg,005,005
./occ-face-resize/005/background_2/front/4k/039.jpg,005,008
./occ-face-resize/005/background_2/front/4k/040.jpg,005,008
./occ-face-resize/006/background_1/front/4k/033.jpg,006,002
./occ-face-resize/006/background_1/front/4k/034.jpg,006,002
./occ-face-resize/006/background_1/front/4k/035.jpg,006,002
./occ-face-resize/006/background_1/front/4k/036.jpg,006,002
./occ-face-resize/006/background_1/front/4k/037.jpg,006,002
./occ-face-resize/006/background_1/front/4k/038.jpg,006,002
./occ-face-resize/006/background_1/front/4k/039.jpg,006,002
./occ-face-resize/006/background_1/front/4k/040.jpg,006,002
./occ-face-resize/006/background_2/front/4k/033.jpg,006,006
./occ-face-resize/006/background_2/front/4k/034.jpg,006,006
./occ-face-resize/006/background_2/front/4k/035.jpg,006,002
./occ-face-resize/006/background_2/front/4k/036.jpg,006,006
./occ-face-resize/006/background_2/front/4k/037.jpg,006,006
./occ-face-resize/006/background_2/front/4k/038.jpg,006,006
./occ-face-resize/006/background_2/front/4k/039.jpg,006,006
./occ-face-resize/006/background_2/front/4k/040.jpg,006,006
./occ-face-resize/007/background_1/front/4k/033.jpg,007,010
./occ-face-resize/007/background_1/front/4k/034.jpg,007,010
./occ-face-resize/007/background_1/front/4k/035.jpg,007,010
./occ-face-resize/007/background_1/front/4k/036.jpg,007,010
./occ-face-resize/007/background_1/front/4k/037.jpg,007,010
./occ-face-resize/007/background_1/front/4k/038.jpg,007,010
./occ-face-resize/007/background_1/front/4k/039.jpg,007,010
./occ-face-resize/007/background_1/front/4k/040.jpg,007,010
./occ-face-resize/007/background_2/front/4k/033.jpg,007,008
./occ-face-resize/007/background_2/front/4k/034.jpg,007,008
