image,label,result
./occ-face-resize/001/background_1/front/normal/033.jpg,001,001
./occ-face-resize/001/background_1/front/normal/034.jpg,001,001
./occ-face-resize/001/background_1/front/normal/035.jpg,001,001
./occ-face-resize/001/background_1/front/normal/036.jpg,001,001
./occ-face-resize/001/background_1/front/normal/037.jpg,001,001
./occ-face-resize/001/background_1/front/normal/038.jpg,001,001
./occ-face-resize/001/background_1/front/normal/039.jpg,001,001
./occ-face-resize/001/background_1/front/normal/040.jpg,001,001
./occ-face-resize/001/background_2/front/normal/033.jpg,001,001
./occ-face-resize/001/background_2/front/normal/034.jpg,001,001
./occ-face-resize/001/background_2/front/normal/035.jpg,001,001
./occ-face-resize/001/background_2/front/normal/036.jpg,001,001
./occ-face-resize/001/background_2/front/normal/037.jpg,001,001
./occ-face-resize/001/background_2/front/normal/038.jpg,001,001
./occ-face-resize/001/background_2/front/normal/039.jpg,001,001
./occ-face-resize/001/background_2/front/normal/040.jpg,001,001
./occ-face-resize/002/background_1/front/normal/033.jpg,002,002
./occ-face-resize/002/background_1/front/normal/034.jpg,002,002
./occ-face-resize/002/background_1/front/normal/035.jpg,002,002
./occ-face-resize/002/background_1/front/normal/036.jpg,002,002
./occ-face-resize/002/background_1/front/normal/037.jpg,002,002
./occ-face-resize/002/background_1/front/normal/038.jpg,002,002
./occ-face-resize/002/background_1/front/normal/039.jpg,002,002
./occ-face-resize/002/background_1/front/normal/040.jpg,002,002
./occ-face-resize/002/background_2/front/normal/033.jpg,002,002
./occ-face-resize/002/background_2/front/normal/034.jpg,002,002
./occ-face-resize/002/background_2/front/normal/035.jpg,002,002
./occ-face-resize/002/background_2/front/normal/036.jpg,002,002
./occ-face-resize/002/background_2/front/normal/037.jpg,002,002
./occ-face-resize/002/background_2/front/normal/038.jpg,002,002
./occ-face-resize/002/background_2/front/normal/039.jpg,002,002
./occ-face-resize/002/background_2/front/normal/040.jpg,002,002
./occ-face-resize/003/background_1/front/normal/033.jpg,003,003
./occ-face-resize/003/background_1/front/normal/034.jpg,003,003
./occ-face-resize/003/background_1/front/normal/035.jpg,003,003
